id,name,address,lat,lng,category,created_at,updated_at
188,곤드레마을,경기 수원시 장안구 덕영대로497번길 22-12 1층 곤드레마을,37.2992653872308,126.978981771514,한식,2026-06-20,2026-06-20
189,커피빈 성균관대자연과학캠퍼스점,경기 수원시 장안구 서부로 2066 성균관대 자연과학 캠퍼스 N센터 1층,37.2959770000514,126.974164012539,카페,2026-06-20,2026-06-20
190,오유니통닭 수원성대점,경기 수원시 장안구 서부로 2125 1층,37.2983963728522,126.971041915255,"치킨,닭강정",2026-06-20,2026-06-20
191,한솥도시락 수원성대점,경기 수원시 장안구 서부로 2112,37.2970488720692,126.971042093467,"도시락,컵밥",2026-06-20,2026-06-20
192,장수촌 천천점,경기 수원시 장안구 정자로 14 1층,37.2998818720642,126.978455663439,"백숙,삼계탕",2026-06-20,2026-06-20
193,삼봉집,경기 수원시 장안구 덕영대로511번길 29-12,37.2995538165303,126.980066381292,"육류,고기요리",2026-06-20,2026-06-20
194,굴예찬&갑오징어 구운점,경기 수원시 권선구 일월천로15번길 6-3,37.2839676508573,126.972770840626,"해물,생선요리",2026-06-20,2026-06-20
195,뚜레쥬르 수원정자점,경기 수원시 장안구 대평로 80 정연메이져빌딩 1F,37.2955519260015,126.993629573954,베이커리,2026-06-20,2026-06-20
196,삼대째손두부 본점,경기 수원시 장안구 화산로 108,37.293385976748,126.981938571324,두부요리,2026-06-20,2026-06-20
197,파리바게뜨 성균관대점,경기 수원시 장안구 서부로 2135 (율전동 286-4),37.2990852904727,126.971724583172,베이커리,2026-06-20,2026-06-20
198,루미네숯불닭갈비,경기 수원시 장안구 서부로2135번길 13 1층,37.2990999480117,126.971228873829,닭갈비,2026-06-20,2026-06-20
199,카페라르고,경기 수원시 팔달구 수성로 100 카페 라르고,37.2833629334156,126.986862692758,"카페,디저트",2026-06-20,2026-06-20
200,춘리마라탕 수원정자점,경기 수원시 장안구 정자천로173번길 11-7 3층 301호,37.2955603415809,126.994336383393,마라탕,2026-06-20,2026-06-20
201,디저트39 화서역점,경기 수원시 팔달구 수성로157번길 1 1층,37.2863105437334,126.990061438238,카페,2026-06-20,2026-06-20
202,동네아저씨 수원성아치점,경기 수원시 장안구 서부로2123번길 29 기인빌딩 2층,37.2982921701089,126.969438012282,"치킨,닭강정",2026-06-20,2026-06-20
203,커피주택,경기 수원시 팔달구 일월로42번길 8-15 1층,37.286459504486,126.979647289369,"카페,디저트",2026-06-20,2026-06-20
204,한장어,경기 수원시 권선구 수인로452번길 10-15,37.2935724650075,126.957775436903,"장어,먹장어요리",2026-06-20,2026-06-20
205,라펠리나,경기 수원시 장안구 덕영대로497번길 14-11 1층,37.2992961593342,126.97873904225,베이커리,2026-06-20,2026-06-20
206,먹거리고을,경기 수원시 장안구 서부로2126번길 10 용추골순대,37.2979293235252,126.97199107897,요리주점,2026-06-20,2026-06-20
207,빈인더샵 로스터스,경기 수원시 팔달구 일월로42번길 8-7 1층,37.2867104030153,126.979411646011,"카페,디저트",2026-06-20,2026-06-20
208,블랙스미스,경기 수원시 장안구 화산로233번길 47 2층,37.2976911708965,126.970473067282,양식,2026-06-20,2026-06-20
209,황소곱창구이,경기 수원시 권선구 일월천로10번길 33,37.283286340959,126.974645232622,"곱창,막창,양",2026-06-20,2026-06-20
210,육전국밥 수원화서역점,경기 수원시 팔달구 수성로157번길 43,37.2880069330709,126.989082921677,국밥,2026-06-20,2026-06-20
211,백억커피 서수원점,경기 수원시 장안구 서부로2106번길 26-3 1층 102호,37.2973698862378,126.971682141203,"카페,디저트",2026-06-20,2026-06-20
212,카페코지 수원점,경기 수원시 장안구 덕영대로511번길 37-14 1층,37.299720563084,126.980394215096,"카페,디저트",2026-06-20,2026-06-20
213,맘스터치 BEEF 수원천천점,경기 수원시 장안구 만석로19번길 35,37.2968844028182,126.982938249128,햄버거,2026-06-20,2026-06-20
214,효뜨 스타필드수원점,경기 수원시 장안구 수성로 175 2층 효뜨,37.2874453391147,126.991574559571,베트남음식,2026-06-20,2026-06-20
215,좋은아침페스츄리 화서역대유평공원점,경기 수원시 장안구 수성로 195 111CM A동,37.289627641239,126.992739046095,베이커리,2026-06-20,2026-06-20
216,김영희동태찜&코다리냉면 화서점,경기 수원시 팔달구 수성로157번길 5-23,37.2868518957623,126.989127068787,"해물,생선요리",2026-06-20,2026-06-20
217,롯데리아 수원정자점,경기 수원시 장안구 정자천로173번길 17 107호,37.2961521339389,126.994152388749,햄버거,2026-06-20,2026-06-20
218,양푼동태탕,경기 수원시 장안구 서부로2168번길 13-10,37.3021700174748,126.974215921899,"매운탕,해물탕",2026-06-20,2026-06-20
219,롤링파스타 수원성균관대점,경기 수원시 장안구 서부로 2125 2층,37.2983963728522,126.971041915255,"스파게티,파스타전문",2026-06-20,2026-06-20
220,플랑플레,경기 수원시 장안구 율전로108번길 10-1 1층,37.2987946918187,126.96984170164,"카페,디저트",2026-06-20,2026-06-20
221,부라보쪽갈비 성대점,경기 수원시 장안구 화산로233번길 10 1층 부라보쪽갈비,37.2994110942296,126.970570069888,"육류,고기요리",2026-06-20,2026-06-20
222,Poke all day 포케&샐러드 수원성대점,경기 수원시 장안구 서부로2105번길 12 2층,37.2968686021973,126.96971254252,"다이어트,샐러드",2026-06-20,2026-06-20
223,동수원소금구이,경기 수원시 권선구 구운로86번길 29,37.2804763513113,126.974607385689,"육류,고기요리",2026-06-20,2026-06-20
224,배스킨라빈스 수원화서,경기 수원시 팔달구 일월로22번길 14 한샘빌딩,37.285531728662,126.980870732479,아이스크림,2026-06-20,2026-06-20
225,봉구스밥버거 천천점,경기 수원시 장안구 덕영대로535번길 34,37.297119631049,126.982107533139,분식,2026-06-20,2026-06-20
226,마라섬 정자직영점,경기 수원시 장안구 정자천로173번길 11-10 203호,37.2957393643988,126.994064900998,마라탕,2026-06-20,2026-06-20
227,FAFAS,경기 수원시 장안구 서부로2105번길 13 8 층,37.296738755265174,126.9694594726788,"카페,디저트",2026-06-20,2026-06-20
228,갓덴스시 스타필드 수원점,경기 수원시 장안구 수성로 175 7F 잇토피아,37.28727615186458,126.99106672470307,"초밥,롤",2026-06-20,2026-06-20
