restaurant_name,카테고리,리뷰 정보,review_text,리뷰 태그,,visit_date,방문일자,플랫폼,sort_type
디저트39 화서역점,카페,"저녁에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자, 아이",디저트39카페 좋아요~~ 버블 흑당 밀크티ㆍ0칼로리 허니자몽 블랙티ㆍ캐모마일티ㆍ우유고구마 케익ㆍ오니지날 치즈케익 주문했어요... 음료랑 티 종류 다양하구요!! 가격도 다른곳보다 저렴한듯요.. 케익도 넘넘 맛있네요~~*♡ 접기,디저트가 맛있어요음료가 맛있어요특별한 메뉴가 있어요친절해요화장실이 깨끗해요,2026-01-01,2026-01-01,2026년 1월 1일 목요일,네이버,latest
디저트39 화서역점,카페,점심에 방문예약 없이 이용대기 시간 바로 입장일상혼자,텀블러 들고오면 할인해줘요,커피가 맛있어요,2025-12-09,2025-12-09,2025년 12월 9일 화요일,네이버,latest
디저트39 화서역점,카페,"아침에 방문예약 없이 이용대기 시간 바로 입장일상, 비즈니스혼자",디저트39 중에 인테리어가 제일 멋져요 큰 벽에 진짜 큰 고래가 물속을 헤엄치는 듯한 영상이 넘 멋지고 힐링 포인트예요~☆ 가성비 좋고 커피 맛있고 친절해요~☆ 접기,커피가 맛있어요가성비가 좋아요인테리어가 멋져요친절해요매장이 청결해요,2025-09-16,2025-09-16,2025년 9월 16일 화요일,네이버,latest
디저트39 화서역점,카페,저녁에 방문예약 없이 이용대기 시간 바로 입장친목,"스타필드 바로 옆에 위치한 인테리어가 멋진 카페입니다. 커피나 음료 종류도 많고 리유저블 컵에 담아주셔서 남으면 따로 포장없이 그대로 들고 갈 수 있습니다. 활용도가 높고, 음료도 맛있어요!",인테리어가 멋져요+3 개의 리뷰가 더 있습니다 펼쳐보기,2025-10-17,2025-10-17,2025년 10월 17일 금요일,네이버,latest
디저트39 화서역점,카페,저녁에 방문예약 없이 이용대기 시간 바로 입장친목친구,달갈비로 저녁식사 후 커피숍에서 차한잔하다.,커피가 맛있어요+2 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-12,2026-05-12,2026년 5월 12일 화요일,네이버,latest
동네아저씨 수원성아치점,"치킨,닭강정",저녁에 방문예약 없이 이용대기 시간 바로 입장친목친구,푸근하신 사장님이 주시는 그릇 가득한 튀김🙏🏻 새우튀김부터 감튀 치킨에 치즈볼까지 종류가 다양해서 좋아요💕 떡볶이도 달콤하고 맛있어요💕 레트로한 분위기에 대화하기 좋고 포장은 어려워요🥹 접기,음식이 맛있어요가성비가 좋아요매장이 넓어요인테리어가 멋져요친절해요,2025-10-16,2025-10-16,2025년 10월 16일 목요일,네이버,latest
동네아저씨 수원성아치점,"치킨,닭강정",저녁에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,사장님 반말이 기분좋고 정다운 말투가 아니라 굉장히 꼰대특유의 반말이라 불편하고 음악하나없이 삭막한 분위기입니다... 학생들이 가면 좋아할수도 있을거같기도 하구요... 음식은 저렴하고 맛있습니다!,양이 많아요+1 개의 리뷰가 더 있습니다 펼쳐보기,2026-01-11,2026-01-11,2026년 1월 11일 일요일,네이버,latest
동네아저씨 수원성아치점,"치킨,닭강정","저녁에 방문예약 없이 이용대기 시간 바로 입장나들이, 일상연인・배우자, 아이",^^,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-03-07,2026-03-07,2026년 3월 7일 토요일,네이버,latest
동네아저씨 수원성아치점,"치킨,닭강정",점심에 방문예약 없이 이용대기 시간 바로 입장일상혼자,동아치 치킨💕 양도많고 맛있어요 치킨도 바삭바삿!!양념도 맛있어요  집에서 조금더 가까우면 더 자주먹을것같아요🥹 접기,음식이 맛있어요양이 많아요,2025-10-10,2025-10-10,2025년 10월 10일 금요일,네이버,latest
동네아저씨 수원성아치점,"치킨,닭강정","점심에 방문예약 없이 이용대기 시간 바로 입장일상, 나들이연인・배우자, 아이",맛나요 ^^%,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2025-07-12,2025-07-12,2025년 7월 12일 토요일,네이버,latest
동네아저씨 수원성아치점,"치킨,닭강정",저녁에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,양은. 많은데 너무 달아요,양이 많아요+1 개의 리뷰가 더 있습니다 펼쳐보기,2024-08-30,2024-08-30,2024년 8월 30일 금요일,네이버,latest
동네아저씨 수원성아치점,"치킨,닭강정",저녁에 방문,양많고 종류많고 사장님 최고~.~,음식이 맛있어요+3 개의 리뷰가 더 있습니다 펼쳐보기,2024-02-23,2024-02-23,2024년 2월 23일 금요일,네이버,latest
동네아저씨 수원성아치점,"치킨,닭강정","저녁에 방문예약 없이 이용대기 시간 바로 입장데이트, 친목, 일상친구","치킨 위에 감자튀김, 치즈스틱, 새우튀김, 타코야끼까지 같이 나오는게 너무 좋아요!! 치킨은 후라이드랑 양념 반반으로 시켰는데 양념이 진짜 맛있어요 강추👍👍 가격이 깜짝 놀랄만큼 싸요 게다가 사장님이 너무 친근하고 친절하세요!! 다음에 오면 꼭 이 가게 시그니쳐 메뉴라는..!! 초콜릿치킨을 도전해보고싶어요😆",양이 많아요+4 개의 리뷰가 더 있습니다 펼쳐보기,2024-01-02,2024-01-02,2024년 1월 2일 화요일,네이버,latest
동네아저씨 수원성아치점,"치킨,닭강정",저녁에 방문,"양이 장난아니에요~! 무조건 동아치+세트로 먹는데 사진 속이 35,000원어치인데 각종 믹스튀김에 고퀄리티 치킨까지 깔려 있어 배터져요~ 사장님도 엄청 친근하시고 주의할 점은 남은 음식은 테이크아웃 불가능하니 꼭 드실 만큼만 시키세요~ 생각보다 양이 엄청 많습니다!",음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2023-09-18,2023-09-18,2023년 9월 18일 월요일,네이버,latest
동네아저씨 수원성아치점,"치킨,닭강정",저녁에 방문,"성대생이라면 모르는 사람이 없다는 동네아저씨! 사장님이 푸근하시고 친근하게 대해주셔서 정겨운 분위기이고 고깃집 테이블의 대화하기 좋은 맛집 겸 술집입니다!!!  동아치(치킨+새우튀김+치즈스틱+게살튀김+만두+바이트+감자튀김+타코야키+떡+고구마볼 5인용 먹었는데 5명이서 배터지게 먹었어요! 음료수 1.5L 하나만 추가했습니다~!  치킨은 후라이드, 수제마늘간장, 화이트엔젤(어니언) 선택했는데 다 너무 맛있었어요!~ 무엇보다 가성비가 최고였고 35,000원의 행복이었습니다! 술값도 나쁘지 않아서 테이블 잡고 먹기에 최고의 안줏거리입니다!~!!!  추천추천 접기",음식이 맛있어요재료가 신선해요양이 많아요인테리어가 멋져요매장이 넓어요,2023-08-28,2023-08-28,2023년 8월 28일 월요일,네이버,latest
동네아저씨 수원성아치점,"치킨,닭강정",저녁에 방문,굿 양많고 맛잇어요,음식이 맛있어요+1 개의 리뷰가 더 있습니다 펼쳐보기,2024-03-08,2024-03-08,2024년 3월 8일 금요일,네이버,latest
동네아저씨 수원성아치점,"치킨,닭강정",저녁에 방문,가성비갑 양보고 깜짝 놀랐어요ㅋㅋ 구성도 다양해서 술마시면서 수다떨다 하나씩 집어먹기 좋음 옛날 호프집 감성 그대로였음 역시 대학가가 좋아요 접기,음식이 맛있어요양이 많아요가성비가 좋아요매장이 넓어요친절해요,2023-09-17,2023-09-17,2023년 9월 17일 일요일,네이버,latest
동네아저씨 수원성아치점,"치킨,닭강정",점심에 방문예약 없이 이용대기 시간 바로 입장일상혼자,Soso,친절해요,2023-12-31,2023-12-31,2023년 12월 31일 일요일,네이버,latest
동네아저씨 수원성아치점,"치킨,닭강정",점심에 방문,축복치킨 알차고 맛있어요!!,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2023-10-22,2023-10-22,2023년 10월 22일 일요일,네이버,latest
동네아저씨 수원성아치점,"치킨,닭강정",점심에 방문,너무 맛있고 양도 많아서 세명이서 두명세트 먹기도 버거웠어요 진짜 맛도 맛인데 양이 진짜 많아요 사랑합니다 사장님 자주 뵐게요,단체모임 하기 좋아요+2 개의 리뷰가 더 있습니다 펼쳐보기,2023-04-26,2023-04-26,2023년 4월 26일 수요일,네이버,latest
동네아저씨 수원성아치점,"치킨,닭강정",저녁에 방문,종종갔었는데 이사간뒤로 진짜 오랫만에 포장해와서 먹는데 여전히 존맛이네요! 치밥비벼먹으려고 소스많이달라고했는데 감사해용 또사먹을께여♥,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2023-06-04,2023-06-04,2023년 6월 4일 일요일,네이버,latest
동네아저씨 수원성아치점,"치킨,닭강정",저녁에 방문,양 진짜 많아요 가성비짱,양이 많아요+4 개의 리뷰가 더 있습니다 펼쳐보기,2023-06-30,2023-06-30,2023년 6월 30일 금요일,네이버,latest
동네아저씨 수원성아치점,"치킨,닭강정",점심에 방문,치킨은 맛있는데 양 엄청 많다해서 갔는데 평균적이였어요,특별한 메뉴가 있어요+1 개의 리뷰가 더 있습니다 펼쳐보기,2022-12-03,2022-12-03,2022년 12월 3일 토요일,네이버,latest
플레이스 플러스,플레이스 플러스,점심에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,오오오오 언제 와도 맛있는 수풀레 내 최애집이에요 수원 경기지역 왠만한 수플레 맛집은 다 찾아가봤는데 여기가 맛과질 둘다 잡은 너무나 맛난 집 거기에 말차아인슈페너 많이 쌉살하지 않고 은은하게 맛을 표현한게 아주 짱입니다요 계속 번창하세요~~~~ 접기,커피가 맛있어요디저트가 맛있어요특별한 메뉴가 있어요인테리어가 멋져요,2026-04-30,2026-04-30,2026년 4월 30일 목요일,네이버,latest
플레이스 플러스,플레이스 플러스,저녁에 방문예약 없이 이용대기 시간 바로 입장부모님,며칠전에 왔었는데 너므 맛있어서 이번엔 부모님이랑 또 왔어욤!! 전부 맛있네여!! 수플레 팬케이크 담에 또 먹으러올겁니다! 굳굳!! 접기,커피가 맛있어요인테리어가 멋져요대화하기 좋아요좌석이 편해요,2026-04-25,2026-04-25,2026년 4월 25일 토요일,네이버,latest
플레이스 플러스,플레이스 플러스,점심에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,"처음 가봤는데 왜 이제야 왔는지..ㅎㅎ 진짜.. 서울에 유명한 수플레 맛집보다 더 보드랍고 맛 환상이고요, ( 이미 순삭해서 사진이 없어요ㅠ) 특별한 메이플시럽? 맛과 향이 좀 다르더라구요👍 라떼는 고소고소 우유맛 진하고.. 넘나 맛있었던 나의 최애 라떼였어요..♡ 커피, 디저트 다 넘 맛있는데 사장님까지 넘 친절하시고요^^ 우리 애기랑 매일가고싶어요 :) 또 갈게요~♡♡ 더 잘되시길!! ^^",커피가 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-05,2026-04-05,2026년 4월 5일 일요일,네이버,latest
플레이스 플러스,플레이스 플러스,저녁에 방문대기 시간 바로 입장친목친구,수플레 먹으러 멀리에서 왔는데 너무 만족입니다. 친구 데리고 왔는데 친구가 좋아해서 너무 뿌듯했어요. 조용히 대화하기 좋고 분위기가 좋아서 즐찾 해두고 자주 오려고요!,커피가 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-05,2026-05-05,2026년 5월 5일 화요일,네이버,latest
플레이스 플러스,플레이스 플러스,점심에 방문예약 없이 이용대기 시간 바로 입장친목친구,크림브륄레 수플레!!! 수플레 빵이 퐁실퐁실 맛있어요!!!!,커피가 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-01,2026-05-01,2026년 5월 1일 금요일,네이버,latest
플레이스 플러스,플레이스 플러스,저녁에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,수플레 맛집~ 카페만 다녀왔을뿐인데 기분이 좋아집니다. 또가고 싶어요!!!,커피가 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-03-21,2026-03-21,2026년 3월 21일 토요일,네이버,latest
플레이스 플러스,플레이스 플러스,점심에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,예전에 몇번왔었는데 맛있어서 다시한번 들렀습니다~ 수플레맛집으로 유명한 커피주택! 역시 맛있습니다~^^,디저트가 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-30,2026-04-30,2026년 4월 30일 목요일,네이버,latest
플레이스 플러스,플레이스 플러스,저녁에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,맛있어요~ 푸딩은 없던 메뉴였는데 생겼나봐요 푸딩도 맛있어요! 그래도 진리는 수플레♡,디저트가 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-10,2026-05-10,2026년 5월 10일 일요일,네이버,latest
플레이스 플러스,플레이스 플러스,저녁에 방문예약 없이 이용대기 시간 바로 입장친목친구,수플레 세트 하니 푸딩도 주시네요 커피랑 디저트 맛있고 분위기가 좋아요 🩵,커피가 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-11,2026-04-11,2026년 4월 11일 토요일,네이버,latest
플레이스 플러스,플레이스 플러스,점심에 방문예약 없이 이용대기 시간 바로 입장가족모임아이,말차아인슈페너.바나나 푸딩 맛있어요 인테리어도 좋아요,커피가 맛있어요+2 개의 리뷰가 더 있습니다 펼쳐보기,2026-02-07,2026-02-07,2026년 2월 7일 토요일,네이버,latest
플레이스 플러스,플레이스 플러스,점심에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,분위기가 좋고 여자친구가 좋아합니다,커피가 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-25,2026-04-25,2026년 4월 25일 토요일,네이버,latest
플레이스 플러스,플레이스 플러스,"점심에 방문예약 없이 이용대기 시간 바로 입장일상, 데이트연인・배우자",인테리어 예쁘고 맛있어용!,커피가 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2025-12-21,2025-12-21,2025년 12월 21일 일요일,네이버,latest
플레이스 플러스,플레이스 플러스,점심에 방문예약 없이 이용대기 시간 바로 입장친목친척・형제자매,디저트들이 다 맛있고 대화하기 좋아오,디저트가 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-01-28,2026-01-28,2026년 1월 28일 수요일,네이버,latest
플레이스 플러스,플레이스 플러스,"저녁에 방문예약 없이 이용대기 시간 바로 입장일상연인・배우자, 부모님","아메리카노, 자몽티, 레몬티 다 맛있어요 조용히 대화하기 좋은곳이예요~",커피가 맛있어요+2 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-01,2026-05-01,2026년 5월 1일 금요일,네이버,latest
플레이스 플러스,플레이스 플러스,"저녁에 방문예약 없이 이용대기 시간 바로 입장일상연인・배우자, 부모님",아인슈페너와 아포카도 맛있어요!!,커피가 맛있어요+2 개의 리뷰가 더 있습니다 펼쳐보기,2026-03-08,2026-03-08,2026년 3월 8일 일요일,네이버,latest
플레이스 플러스,플레이스 플러스,"저녁에 방문예약 없이 이용대기 시간 바로 입장일상연인・배우자, 부모님",커피도 맛있고 흑임자라떼에 자몽차 모두 맛있어요~,커피가 맛있어요+2 개의 리뷰가 더 있습니다 펼쳐보기,2026-03-02,2026-03-02,2026년 3월 2일 월요일,네이버,latest
플레이스 플러스,플레이스 플러스,점심에 방문예약 없이 이용대기 시간 바로 입장친목지인・동료,수플레 맛집 커피주택🥰 말차 수플레와 크림브륄레 수플레 주문🥰🥰 수플레가 넘 부드럽고 음료도 모두모두 좋아요 접기,커피가 맛있어요음료가 맛있어요디저트가 맛있어요특별한 메뉴가 있어요대화하기 좋아요,2025-10-01,2025-10-01,2025년 10월 1일 수요일,네이버,latest
플레이스 플러스,플레이스 플러스,저녁에 방문,분위기가 좋아요,인테리어가 멋져요,2025-12-27,2025-12-27,2025년 12월 27일 토요일,네이버,latest
플레이스 플러스,플레이스 플러스,점심에 방문예약 없이 이용대기 시간 바로 입장지인・동료,알바생이 잘생겼어요!! 커피도 굿굿!!,커피가 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2025-09-25,2025-09-25,2025년 9월 25일 목요일,네이버,latest
플레이스 플러스,플레이스 플러스,저녁에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,일월수목원 주변 내 최애 카페☕️💗 수목원 인근에서 카페 찾는다면 여기 강추드려요🫶🏻 딸기요거트 스무디는 딸기파르페처럼 나와서 너무 이뻐서 감동했고 너무너무 맛있더라고요🍓💖 사장님도 친절하셔서 기분좋게 커피타임 즐길 수 있답니당 앤틱한 인테리어에 클래식 음악이 잘 어울리는 공간에서 커피 한잔하면 정말 힐링되요 ☕️🥞🎶 다음에는 푸딩에 도전해야 겠어요🍮 접기,인테리어가 멋져요친절해요매장이 청결해요화장실이 깨끗해요음료가 맛있어요,2025-05-12,2025-05-12,2025년 5월 12일 월요일,네이버,latest
한장어,"장어,먹장어요리",점심에 방문예약 없이 이용대기 시간 바로 입장가족모임친척・형제자매,"수원 한장어집을 다녀왔다. 초벌된 장어를 숯불에 올려 직접 구워 먹는 방식이라 보는 재미와 먹는 재미가 함께 있다. 불 조절만 잘하면 겉은 바삭하고 속은 촉촉하게 살아나 식감이 아주 좋다. 비린내 없이 담백하면서도 고소한 맛이 입안에 오래 남는다. 특히 생강부터 상추까지 다양한 반찬이 뷔페식으로 준비돼 있어 취향에 맞게 골라 먹기 편하다. 마늘과 곁들여 쌈으로 먹으면 풍미가 더 살아나고, 장어의 기름진 맛도 부담 없이 즐길 수 있다. 매장도 깔끔하게 관리되어 있고 직원 응대도 친절해 식사 내내 기분이 좋았다. 가족 외식이나 몸보신이 필요할 때 다시 찾고 싶은 곳이다. 마무리로 열무국수까지 깔끔하게 즐길 수 있어 만족도가 높았고, 전반적인 구성이 잘 갖춰져 있어 누구와 함께 와도 좋은 곳이라 느꼈다. 접기",음식이 맛있어요특별한 메뉴가 있어요매장이 넓어요친절해요매장이 청결해요,2026-05-02,2026-05-02,2026년 5월 2일 토요일,네이버,latest
한장어,"장어,먹장어요리",아침에 방문예약 없이 이용대기 시간 바로 입장가족모임부모님,부모님이 사주셔서 엄청많이먹고왔어요,음식이 맛있어요+2 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-17,2026-04-17,2026년 4월 17일 금요일,네이버,latest
한장어,"장어,먹장어요리","점심에 방문예약 없이 이용대기 시간 바로 입장일상부모님, 친척・형제자매",엄마가 몸기력을 위해 가끔 가셔서 드시는 곳,매장이 넓어요,2026-01-23,2026-01-23,2026년 1월 23일 금요일,네이버,latest
한장어,"장어,먹장어요리","점심에 방문예약 없이 이용대기 시간 바로 입장일상연인・배우자, 부모님",엄마가 국수가 맛있다고... ㅋ. 장어도 좋지만 사이드메뉴가 더 맛있는 곳???,매장이 넓어요,2025-10-03,2025-10-03,2025년 10월 3일 금요일,네이버,latest
한장어,"장어,먹장어요리","점심에 방문예약 없이 이용대기 시간 바로 입장일상연인・배우자, 부모님, 친척・형제자매, 아이",맛있게 잘 먹었습니다.,매장이 넓어요,2025-10-25,2025-10-25,2025년 10월 25일 토요일,네이버,latest
한장어,"장어,먹장어요리",점심에 방문예약 없이 이용대기 시간 바로 입장가족모임부모님,"장어 오동통하니 크고 1kg에 52,000원이면 가격 부담없고 매장도 넣고 북적되지않아 바로 셋팅되고 반찬도 이정도면 괜찮고 장점 투성이라 추천해준 동생들에게 ❤️👍 다만 셀프로 장어를 굽는게 쉽지 않아서 부모님 모시고 가거나 좀 노가다 (?) 같은거 극혐한다면 돈 조금더 주고 구워주기까지 하는 곳으로 추천 우린 셀프로 굽는게 처음이다보니 장어굽기가 이렇게 힘든건지 첨 알아서 살짝 당황 장어가 자꾸 부서지고 철판에 들러붙어서 떼어내느라 고생했음 TT 동생왈: “항상 올때마다 점원이 구워주셨는데 셀프로 변해서 좀 놀랬어 굽는게 힘드네 “ 살집있는 장어에 양도많고 맛은 좋으니 추천 장어탕추천👍 /비빔국수는 담엔 안시킬듯/잔치국수는 맛있다고함 또 방문할 계획 접기",주차하기 편해요음식이 맛있어요재료가 신선해요양이 많아요가성비가 좋아요,2025-01-02,2025-01-02,2025년 1월 2일 목요일,네이버,latest
한장어,"장어,먹장어요리","저녁에 방문예약 없이 이용대기 시간 바로 입장가족모임부모님, 친척・형제자매",너무 맛있어요 걸어가기엔 험난한길이지만 안마실수없는 맛이라 걸어가요 ㅋㅋㅋ,음식이 맛있어요+2 개의 리뷰가 더 있습니다 펼쳐보기,2025-03-08,2025-03-08,2025년 3월 8일 토요일,네이버,latest
한장어,"장어,먹장어요리",점심에 방문예약 없이 이용대기 시간 바로 입장일상친구,맛있게 먹었습니다.가격이 좋어요,음식이 맛있어요+3 개의 리뷰가 더 있습니다 펼쳐보기,2025-01-11,2025-01-11,2025년 1월 11일 토요일,네이버,latest
한장어,"장어,먹장어요리",점심에 방문예약 없이 이용대기 시간 바로 입장일상연인・배우자,근처 볼일 있을때 오면 들르는 집. 직접 숯불에 구워먹는 곳이지만 한적한 시간에 가니 구워서 잘라주면 그때부터 뒤집어가며 익혀 먹었음. 주차장도 넓어서 주차 스트레스 없음. 접기,음식이 맛있어요매장이 넓어요주차하기 편해요,2024-10-06,2024-10-06,2024년 10월 6일 일요일,네이버,latest
한장어,"장어,먹장어요리",저녁에 방문예약 후 이용대기 시간 바로 입장친목지인・동료,부담없이 즐길수있는곳.아차 조금 올랐네요.잘먹었습니다.가까우면 더 자주갈텐데 거리가 애매해서 가끔갑니다,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2024-11-09,2024-11-09,2024년 11월 9일 토요일,네이버,latest
한장어,"장어,먹장어요리",저녁에 방문예약 없이 이용대기 시간 바로 입장일상연인・배우자,"직접 구워먹는 민물장어집~ 장어가 신선해서 맛있어요. 야채 상차림비가 따로 있고, 마음껏 갖다 먹을수 있어요. 후식으로 비빔국수 먹었는데 맛있네요. 접기",음식이 맛있어요재료가 신선해요매장이 넓어요,2024-06-16,2024-06-16,2024년 6월 16일 일요일,네이버,latest
한장어,"장어,먹장어요리","저녁에 방문예약 없이 이용대기 시간 바로 입장가족모임연인・배우자, 아이, 부모님, 친척・형제자매",출국 전날 맛나게 잘 먹고 몸보신 잘 했네요.,음식이 맛있어요,2024-12-02,2024-12-02,2024년 12월 2일 월요일,네이버,latest
한장어,"장어,먹장어요리",저녁에 방문예약 없이 이용대기 시간 바로 입장가족모임부모님,살다살다 음식 리뷰는 왠만하면 안다는데 여기 까지해서 2번째 달아여 여긴...저녁7시이후 시간에는 가지마세요.절때 왜냐믄 9시3ㅇ분까지인데 7시3ㅇ분 전부터 내돈내고 입장하여 급하게 먹어야되요 겁나 눈치보이고 겁나 눈치주는느낌아닌 느낌적.? 사장부터 그러니 직원들도그러함 .빨리먹다 병원가기싫으면 안가는게 좋습니다.지금까지 10번정도간거같어요? 개선이 되겠거니 했는데. 여전히 안되요 장사가잘되니.배가부른듯 합니다. 이제는 안가려구요 잘들 생각하고가세요 먹을때는 많습니다 식당이 여기뿐이 아니에요ㅡ 병원가기싫으면 . 잘 생각하고 가시길 바랍니다. 약값이 더 나옴ㅡ 접기,음식이 맛있어요건강한 맛이에요매장이 넓어요,2024-09-07,2024-09-07,2024년 9월 7일 토요일,네이버,latest
한장어,"장어,먹장어요리","저녁에 방문예약 없이 이용대기 시간 바로 입장가족모임연인・배우자, 아이",장어 크기가 작아진 듯... 셀프 바에서 밑반찬 이용할 수 있는 점은 좋아요~,주차하기 편해요,2024-05-18,2024-05-18,2024년 5월 18일 토요일,네이버,latest
한장어,"장어,먹장어요리",저녁에 방문예약 없이 이용대기 시간 바로 입장기타,장어가 참 신선하고 맛도 좋아요.,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2024-10-13,2024-10-13,2024년 10월 13일 일요일,네이버,latest
한장어,"장어,먹장어요리",아침에 방문예약 후 이용대기 시간 바로 입장친목친척・형제자매,음식 맛있고 직원들도 친절하세요,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2024-07-07,2024-07-07,2024년 7월 7일 일요일,네이버,latest
라펠리나,베이커리,점심에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,지나가는 길에 가게가 너무 예뻐서 그냥 들러보았는데  에그타르트가 너무 맛있게 생긴거에요! 바로 주문했죠 비쥬얼만큼 맛도 예술이에요!!!  다른 손님들 테이블 보니까 타르트나 케이크종류들이 너무 예쁘고 맛있게 생긴거에요 다 팔려서 못먹었지만 다음에 방문하면 좀더 일찍와서 꼭 먹어보러고요  인테리어도 깔끔하고 멋지고 사장님도 참 친절하시고 재방문의사 10000프로예요~~~🤍🩵 접기,빵이 맛있어요디저트가 맛있어요인테리어가 멋져요매장이 청결해요친절해요,2026-04-19,2026-04-19,2026년 4월 19일 일요일,네이버,latest
라펠리나,베이커리,점심에 방문예약 없이 이용대기 시간 바로 입장일상혼자,"근처에 정통파 파티세리가 있어서 너무 좋아요. 바닐라타르트는 어디서나 내놓는 보편적인 메뉴지만 어떤 의미로는 맛이 좀 뻔하기도 하고 너무 달아서 주문하고 후회하는 경우도 많았는데, 첫 입에서 바로 만족했어요. 아몬드 크림(?)-가나슈-무스-크림의 다층적인 구성이 각각 확실히 존재감을 뽐내면서도 튀는 느낌 없이 입 안에서 부드럽게 어우러지는 게 멋지네요. 다른 타르트도 내주셨으면 좋겠어요.",특별한 메뉴가 있어요+2 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-16,2026-04-16,2026년 4월 16일 목요일,네이버,latest
라펠리나,베이커리,점심에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,"남편과 데이트하러 방문했는데, 고풍스럽고 세련된 인테리어 덕분에 머무는 내내 공주가 된 듯한 기분이었어요! 파티시에가 직접 운영하는 곳이라 기대를 많이 했는데 그 이상이네요. 딸기가 올라간 쁘띠 샤를로뜨는 입안에서 살살 녹는 식감이 예술이고, 에그타르트는 단언컨대 이 근처 TOP입니다. 인위적인 단맛이 아니라 재료 본연의 풍미가 깊게 느껴져서 좋았어요. TWG 웨딩티와 디저트의 조합도 환상적이었습니다. 유행을 쫓기보다 기본에 충실한 완성도 높은 맛을 지향한다는 철학이 고스란히 느껴지는 곳이에요. 예쁜 공간에서 제대로 된 디저트를 즐기고 싶은 분들께 강력 추천합니다!",특별한 메뉴가 있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-02-15,2026-02-15,2026년 2월 15일 일요일,네이버,latest
라펠리나,베이커리,점심에 방문예약 없이 이용대기 시간 바로 입장일상연인・배우자,"자주가는 곳에 파티셰가 생겨서 다녀왔어요. 계속 공사중이라 궁금했는데,, 이번에 갔을때 오픈해 있어서 때마침 디저트 구매할 일도 있어 방문했어요.  - 유럽 분위기 나는 카페 인테리어 - 타르트 종류와 구움과자(휘낭시에)가 메인인듯 했고, 샤를로뜨를 포함한 조각 케이크 등을 판매함  저는 휘낭시에 3종, 에그타르트, 코코넛 스콘을 포장했고 대체적으로 다 맛있었어요. 제 기준 일반 휘낭시에는 평범했고, 감태 휘낭시에가 독특했네요. 타르트는 시그니처 답게 겉은 바삭했고 안을 가르면 바닐라빈이 콕콕 박힌 커스터드 크림이 인상 깊었네요. 손님에게 디저트 대접 해야할 때 재방문 의사 있습니다! 접기",디저트가 맛있어요특별한 메뉴가 있어요인테리어가 멋져요매장이 청결해요,2026-02-19,2026-02-19,2026년 2월 19일 목요일,네이버,latest
